product_url,ASIN_from_page_url,brand_name_long,seller_name,seller_url,seller_id_from_seller_url,seller_address
https://www.amazon.com/Seyaa-Daughter-Bracelet-Matching-Bracelets/dp/B07ZVDXCYT/ref=sr_1_9766?dchild=1&amp;qid=1622507725&amp;s=apparel&amp;sr=1-9766,B07ZVDXCYT,,Amazon.com,,,
https://www.amazon.com/Soft-Touch-Linen-Bathrobe-Pattern/dp/B078VXGCPJ/ref=sr_1_6110?dchild=1&amp;qid=1622508652&amp;s=apparel&amp;sr=1-6110,B078VXGCPJ,Brand: Soft Touch Linen,Amazon.com,,,
https://www.amazon.com/Skechers-Mens-Torque-Waterproof-Black/dp/B07F6X2KFX/ref=sr_1_12711?dchild=1&amp;qid=1622507808&amp;s=apparel&amp;sr=1-12711,B07F6X2KFX,Visit the Skechers Go Golf Store,Amazon.com,,,
https://www.amazon.com/Novelty-Dollar-Wallet-Magnetic-Buckle-Sibalasi/dp/B0732PFLRZ/ref=sr_1_11818?dchild=1&amp;qid=1622509528&amp;s=apparel&amp;sr=1-11818,B0732PFLRZ,Brand: Sibalasi,Sibalasi,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AV2UE583UI6N2&isAmazonFulfilled=1,AV2UE583UI6N2,"Business Address:
201 2F Bdong liaokenglongdagongyeyuan shiyanjiedao
baoan qu
shenzhen
guandong
518108
CN"
https://www.amazon.com/Satin-Pajamas-Button-Down-Sleepwear-Loungewear/dp/B07PJPGQ8S/ref=sr_1_7060?dchild=1&amp;qid=1622508675&amp;s=apparel&amp;sr=1-7060,B07PJPGQ8S,Brand: Sanraflic,Amazon.com,,,
https://www.amazon.com/Sansent-Electric-Polisher-Portable-Wireless/dp/B0861RQN2Y/ref=sr_1_18096?dchild=1&amp;qid=1622507984&amp;s=apparel&amp;sr=1-18096,B0861RQN2Y,Brand: Sansent,Hitti,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A17IRRWWY3VX66&isAmazonFulfilled=1,A17IRRWWY3VX66,"Business Address:
Baoanqu Shajingjiedao Wanfeng1hao
Zhenghaishangyejie D3lou12B
Shenzhen
Guangdong
518101
CN"
https://www.amazon.com/Funny-Softball-Coach-Tshirt-Gift/dp/B078N1MFP2/ref=sr_1_17638?dchild=1&amp;qid=1622509721&amp;s=apparel&amp;sr=1-17638,B078N1MFP2,Brand: Softball Coach Gifts & Shirts,Amazon.com,,,
https://www.amazon.com/Skhls-Toddler-Absorbent-Training-Underwear/dp/B0836GFYQL/ref=sr_1_10679?dchild=1&amp;qid=1622507747&amp;s=apparel&amp;sr=1-10679,B0836GFYQL,Brand: Skhls,Amazon.com,,,
https://www.amazon.com/Softball-Shirts-Girls-Tshirts-Women/dp/B07KWJXY5X/ref=sr_1_16341?dchild=1&amp;qid=1622509680&amp;s=apparel&amp;sr=1-16341,B07KWJXY5X,Brand: Softball Shirts by MV&SG,Amazon.com,,,
https://www.amazon.com/Shaire-Sandals-Outdoor-Leather-Shoes%EF%BC%88Black/dp/B092D971K9/ref=sr_1_12407?dchild=1&amp;qid=1622509562&amp;s=apparel&amp;sr=1-12407,B092D971K9,Visit the Shaire Store,Amazon.com,,,
https://www.amazon.com/Tufts-University-Casual-Sweatshirts-Sleeve/dp/B08XQBP7BT/ref=sr_1_848?dchild=1&amp;qid=1622510329&amp;s=apparel&amp;sr=1-848,B08XQBP7BT,Brand: Sidimaomaofang,Amazon.com,,,
https://www.amazon.com/Pairs-Grips-Sticky-Cotton-Socks/dp/B07SCXHMXW/ref=sr_1_9997?dchild=1&amp;qid=1622507723&amp;s=apparel&amp;sr=1-9997,B07SCXHMXW,Visit the SkiBeaut Store,Amazon.com,,,
https://www.amazon.com/SP1702_3X-Relaxed-Plaid-Cargo-Shorts/dp/B079S4G1YY/ref=sr_1_3633?dchild=1&amp;qid=1622508564&amp;s=apparel&amp;sr=1-3633,B079S4G1YY,Visit the Shaka Wear Store,Amazon.com,,,
https://www.amazon.com/Santa-Cruz-Surfer-Surfboard-Vintage/dp/B07KVQ5XH8/ref=sr_1_9776?dchild=1&amp;qid=1622509475&amp;s=apparel&amp;sr=1-9776,B07KVQ5XH8,"Brand: Santa Cruz, CA",Amazon.com,,,
https://www.amazon.com/Womens-Sleeve-Cotton-T-Shirt-Blouses/dp/B082FWDHPP/ref=sr_1_4527?dchild=1&amp;qid=1622507561&amp;s=apparel&amp;sr=1-4527,B082FWDHPP,Brand: Sieanear,Amazon.com,,,
https://www.amazon.com/Sokotoo-Light-Washed-Denim-Overalls/dp/B077ZW6XCL/ref=sr_1_5830?dchild=1&amp;qid=1622508638&amp;s=apparel&amp;sr=1-5830,B077ZW6XCL,Brand: Sokotoo,Amazon.com,,,
https://www.amazon.com/Skiing-Favorite-Buddies-Call-T-Shirt/dp/B094BD1K92/ref=sr_1_11960?dchild=1&amp;qid=1622509536&amp;s=apparel&amp;sr=1-11960,B094BD1K92,Brand: Skiing,Amazon.com,,,
https://www.amazon.com/Solar-Shield-Polarized-Clipons-Rec/dp/B07DZ49C5B?dchild=1,,Visit the Solar Shield Store,InfiniteWisdom,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AJTM3TSXFPSBN,,"Business Address:
630 HAMMOND ST APT 202
Chestnut Hill
MA
02467-2347
US"
https://www.amazon.com/Loose-fit-Mountain-Coolmax-Lightweight-Cycling/dp/B076LTX214/ref=sr_1_16921?dchild=1&amp;qid=1622508996&amp;s=apparel&amp;sr=1-16921,B076LTX214,Visit the Santic Store,Amazon.com,,,
https://www.amazon.com/Shalofer-Birthday-Backless-Jumpsuit-Headband/dp/B088GQ76RZ/ref=sr_1_6777?dchild=1&amp;qid=1622507625&amp;s=apparel&amp;sr=1-6777,B088GQ76RZ,Visit the Shalofer Store,Amazon.com,,,
